k_max,alfa,lamda,f,obj1_cdor_dist_to_0.1,obj2_wdor,obj3_caer_dist_to_0.1,obj4_waer,obj5_time
4,0.604459324923849,0.38793823448340264,0.5238580791407822,1.0,1.0,1.0,1.0,1000.0
4,0.13194947053698816,0.5002277096077271,0.7507807618411572,1.0,1.0,1.0,1.0,1000.0
5,0.174612859664118,0.4903604819106986,1.0115013422170476,1.0,1.0,1.0,1.0,1000.0
7,0.18242630866456622,0.4249517265852465,1.0153922053540088,1.0,1.0,1.0,1.0,1000.0
7,0.9973617372684512,0.1955412309831604,1.0744149584539975,1.0,1.0,1.0,1.0,1000.0
7,0.18242630866456622,0.4249517265852465,0.9197555456557469,1.0,1.0,1.0,1.0,1000.0
10,0.6617476456793041,0.836067928509235,0.6120702635945241,1.0,1.0,1.0,1.0,1000.0
7,0.3774470636036217,0.4903604819106986,0.5238580791407822,1.0,1.0,1.0,1.0,1000.0
7,0.8045341639809603,0.4438914690856269,0.8640144278473694,1.0,1.0,1.0,1.0,1000.0
5,0.3787534637896717,0.8524050162151546,0.7967636689146743,1.0,1.0,1.0,1.0,1000.0
10,0.7893729429292703,0.5566210239102912,1.1158082156475237,1.0,1.0,1.0,1.0,1000.0
2,0.8308543637862884,0.1539916967571298,1.3979678728950105,1.0,1.0,1.0,1.0,1000.0
7,0.8045341639809603,0.29099692960174056,0.8640144278473694,1.0,1.0,1.0,1.0,1000.0
9,0.4240960893465554,0.2731232151701415,1.0715527413293309,1.0,1.0,1.0,1.0,1000.0
2,0.7443322086103406,0.2256987801061753,0.8449390932548236,1.0,1.0,1.0,1.0,1000.0
8,0.3787534637896717,0.8524050162151546,0.7967636689146743,1.0,1.0,1.0,1.0,1000.0
7,0.49496125322042017,0.5002277096077271,0.5194828846991784,1.0,1.0,1.0,1.0,1000.0
10,0.9544559257839192,0.13264209481907263,0.9448541887258536,1.0,1.0,1.0,1.0,1000.0
3,0.6273105223105907,0.836067928509235,0.6120702635945241,1.0,1.0,1.0,1.0,1000.0
2,0.76096152270458,0.9159342849078048,1.262885483833071,1.0,1.0,1.0,1.0,1000.0
